square_feet,price_in_thousands
2610.169491525424,967.391304347826
2616.5254237288136,967.391304347826
2635.593220338983,967.391304347826
2641.949152542373,967.391304347826
2654.6610169491523,967.391304347826
2661.0169491525426,967.391304347826
2680.084745762712,967.391304347826
2686.4406779661017,967.391304347826
2699.1525423728813,967.391304347826
2705.508474576271,967.391304347826
2730.9322033898306,967.391304347826
2743.64406779661,967.391304347826
2750.0,967.391304347826
2769.0677966101694,967.391304347826
2775.423728813559,967.391304347826
2788.1355932203387,967.391304347826
2794.491525423729,967.391304347826
2807.2033898305085,967.391304347826
2813.5593220338983,967.391304347826
2819.915254237288,967.391304347826
2838.9830508474574,967.391304347826
2858.050847457627,967.391304347826
2864.406779661017,967.391304347826
2877.1186440677966,967.391304347826
2883.4745762711864,967.391304347826
2889.830508474576,967.391304347826
2927.9661016949153,967.391304347826
2934.322033898305,967.391304347826
2953.389830508475,967.391304347826
2959.7457627118642,967.391304347826
2972.4576271186443,967.391304347826
2978.8135593220336,967.391304347826
2985.169491525424,967.391304347826
3004.237288135593,967.391304347826
3023.305084745763,967.391304347826
3029.6610169491523,967.391304347826
3042.3728813559323,967.391304347826
3048.7288135593217,967.391304347826
3061.4406779661017,967.391304347826
3067.7966101694915,967.391304347826
3086.864406779661,967.391304347826
3093.220338983051,967.391304347826
3099.5762711864404,967.391304347826
3105.9322033898306,967.391304347826
3112.2881355932204,967.391304347826
3131.35593220339,967.391304347826
3137.7118644067796,967.391304347826
2610.169491525424,965.5797101449275
2616.5254237288136,965.5797101449275
2635.593220338983,965.5797101449275
2641.949152542373,965.5797101449275
2654.6610169491523,965.5797101449275
2661.0169491525426,965.5797101449275
2686.4406779661017,965.5797101449275
2699.1525423728813,965.5797101449275
2705.508474576271,965.5797101449275
2730.9322033898306,965.5797101449275
2743.64406779661,965.5797101449275
2750.0,965.5797101449275
2756.35593220339,965.5797101449275
2788.1355932203387,965.5797101449275
2794.491525423729,965.5797101449275
2807.2033898305085,965.5797101449275
2813.5593220338983,965.5797101449275
2838.9830508474574,965.5797101449275
2845.3389830508477,965.5797101449275
2851.6949152542375,965.5797101449275
2858.050847457627,965.5797101449275
2883.4745762711864,965.5797101449275
2889.830508474576,965.5797101449275
2927.9661016949153,965.5797101449275
2934.322033898305,965.5797101449275
2959.7457627118642,965.5797101449275
2966.101694915254,965.5797101449275
2972.4576271186443,965.5797101449275
2978.8135593220336,965.5797101449275
3004.237288135593,965.5797101449275
3016.9491525423728,965.5797101449275
3023.305084745763,965.5797101449275
3048.7288135593217,965.5797101449275
3061.4406779661017,965.5797101449275
3067.7966101694915,965.5797101449275
3093.220338983051,965.5797101449275
3099.5762711864404,965.5797101449275
3105.9322033898306,965.5797101449275
3112.2881355932204,965.5797101449275
3118.64406779661,965.5797101449275
2610.169491525424,963.7681159420289
2635.593220338983,963.7681159420289
2641.949152542373,963.7681159420289
2654.6610169491523,963.7681159420289
2686.4406779661017,963.7681159420289
2692.7966101694915,963.7681159420289
2699.1525423728813,963.7681159420289
2705.508474576271,963.7681159420289
2730.9322033898306,963.7681159420289
2750.0,963.7681159420289
2756.35593220339,963.7681159420289
2762.7118644067796,963.7681159420289
2769.0677966101694,963.7681159420289
2775.423728813559,963.7681159420289
2788.1355932203387,963.7681159420289
2794.491525423729,963.7681159420289
2807.2033898305085,963.7681159420289
2813.5593220338983,963.7681159420289
2838.9830508474574,963.7681159420289
2845.3389830508477,963.7681159420289
2851.6949152542375,963.7681159420289
2858.050847457627,963.7681159420289
2883.4745762711864,963.7681159420289
2889.830508474576,963.7681159420289
2927.9661016949153,963.7681159420289
2934.322033898305,963.7681159420289
2959.7457627118642,963.7681159420289
2966.101694915254,963.7681159420289
2972.4576271186443,963.7681159420289
2978.8135593220336,963.7681159420289
3004.237288135593,963.7681159420289
3016.9491525423728,963.7681159420289
3023.305084745763,963.7681159420289
3061.4406779661017,963.7681159420289
3067.7966101694915,963.7681159420289
3074.1525423728813,963.7681159420289
3080.508474576271,963.7681159420289
3086.864406779661,963.7681159420289
3093.220338983051,963.7681159420289
3099.5762711864404,963.7681159420289
3112.2881355932204,963.7681159420289
3118.64406779661,963.7681159420289
3125.0,963.7681159420289
3131.35593220339,963.7681159420289
3137.7118644067796,963.7681159420289
2610.169491525424,961.9565217391305
2635.593220338983,961.9565217391305
2641.949152542373,961.9565217391305
2654.6610169491523,961.9565217391305
2686.4406779661017,961.9565217391305
2699.1525423728813,961.9565217391305
2705.508474576271,961.9565217391305
2730.9322033898306,961.9565217391305
2769.0677966101694,961.9565217391305
2775.423728813559,961.9565217391305
2788.1355932203387,961.9565217391305
2794.491525423729,961.9565217391305
2807.2033898305085,961.9565217391305
2813.5593220338983,961.9565217391305
2838.9830508474574,961.9565217391305
2845.3389830508477,961.9565217391305
2851.6949152542375,961.9565217391305
2858.050847457627,961.9565217391305
2883.4745762711864,961.9565217391305
2889.830508474576,961.9565217391305
2927.9661016949153,961.9565217391305
2934.322033898305,961.9565217391305
2959.7457627118642,961.9565217391305
2966.101694915254,961.9565217391305
2972.4576271186443,961.9565217391305
2978.8135593220336,961.9565217391305
3004.237288135593,961.9565217391305
3016.9491525423728,961.9565217391305
3023.305084745763,961.9565217391305
3048.7288135593217,961.9565217391305
3061.4406779661017,961.9565217391305
3067.7966101694915,961.9565217391305
3131.35593220339,961.9565217391305
3137.7118644067796,961.9565217391305
2610.169491525424,960.1449275362319
2635.593220338983,960.1449275362319
2641.949152542373,960.1449275362319
2654.6610169491523,960.1449275362319
2661.0169491525426,960.1449275362319
2680.084745762712,960.1449275362319
2686.4406779661017,960.1449275362319
2699.1525423728813,960.1449275362319
2705.508474576271,960.1449275362319
2724.576271186441,960.1449275362319
2730.9322033898306,960.1449275362319
2743.64406779661,960.1449275362319
2750.0,960.1449275362319
2775.423728813559,960.1449275362319
2788.1355932203387,960.1449275362319
2794.491525423729,960.1449275362319
2807.2033898305085,960.1449275362319
2813.5593220338983,960.1449275362319
2838.9830508474574,960.1449275362319
2845.3389830508477,960.1449275362319
2858.050847457627,960.1449275362319
2864.406779661017,960.1449275362319
2877.1186440677966,960.1449275362319
2883.4745762711864,960.1449275362319
2889.830508474576,960.1449275362319
2927.9661016949153,960.1449275362319
2934.322033898305,960.1449275362319
2953.389830508475,960.1449275362319
2959.7457627118642,960.1449275362319
2972.4576271186443,960.1449275362319
2978.8135593220336,960.1449275362319
3004.237288135593,960.1449275362319
3016.9491525423728,960.1449275362319
3023.305084745763,960.1449275362319
3029.6610169491523,960.1449275362319
3048.7288135593217,960.1449275362319
3055.084745762712,960.1449275362319
3061.4406779661017,960.1449275362319
3067.7966101694915,960.1449275362319
3093.220338983051,960.1449275362319
3099.5762711864404,960.1449275362319
3105.9322033898306,960.1449275362319
3112.2881355932204,960.1449275362319
3137.7118644067796,960.1449275362319
2610.169491525424,958.3333333333334
2635.593220338983,958.3333333333334
2641.949152542373,958.3333333333334
2661.0169491525426,958.3333333333334
2667.372881355932,958.3333333333334
2673.728813559322,958.3333333333334
2680.084745762712,958.3333333333334
2686.4406779661017,958.3333333333334
2705.508474576271,958.3333333333334
2711.8644067796613,958.3333333333334
2718.2203389830506,958.3333333333334
2724.576271186441,958.3333333333334
2730.9322033898306,958.3333333333334
2750.0,958.3333333333334
2756.35593220339,958.3333333333334
2762.7118644067796,958.3333333333334
2769.0677966101694,958.3333333333334
2775.423728813559,958.3333333333334
2788.1355932203387,958.3333333333334
2794.491525423729,958.3333333333334
2807.2033898305085,958.3333333333334
2813.5593220338983,958.3333333333334
2838.9830508474574,958.3333333333334
2845.3389830508477,958.3333333333334
2858.050847457627,958.3333333333334
2864.406779661017,958.3333333333334
2870.762711864407,958.3333333333334
2877.1186440677966,958.3333333333334
2883.4745762711864,958.3333333333334
2889.830508474576,958.3333333333334
2927.9661016949153,958.3333333333334
2934.322033898305,958.3333333333334
2940.677966101695,958.3333333333334
2947.0338983050847,958.3333333333334
2953.389830508475,958.3333333333334
2959.7457627118642,958.3333333333334
2972.4576271186443,958.3333333333334
2978.8135593220336,958.3333333333334
3004.237288135593,958.3333333333334
3023.305084745763,958.3333333333334
3029.6610169491523,958.3333333333334
3036.0169491525426,958.3333333333334
3042.3728813559323,958.3333333333334
3048.7288135593217,958.3333333333334
3067.7966101694915,958.3333333333334
3074.1525423728813,958.3333333333334
3080.508474576271,958.3333333333334
3086.864406779661,958.3333333333334
3093.220338983051,958.3333333333334
3112.2881355932204,958.3333333333334
3118.64406779661,958.3333333333334
3125.0,958.3333333333334
3131.35593220339,958.3333333333334
3137.7118644067796,958.3333333333334
2667.372881355932,956.5217391304349
2673.728813559322,956.5217391304349
2711.8644067796613,956.5217391304349
2718.2203389830506,956.5217391304349
2756.35593220339,956.5217391304349
2762.7118644067796,956.5217391304349
2870.762711864407,956.5217391304349
2883.4745762711864,956.5217391304349
2889.830508474576,956.5217391304349
2927.9661016949153,956.5217391304349
2934.322033898305,956.5217391304349
2947.0338983050847,956.5217391304349
3036.0169491525426,956.5217391304349
3080.508474576271,956.5217391304349
3118.64406779661,956.5217391304349
3125.0,956.5217391304349
2858.050847457627,954.7101449275362
2864.406779661017,954.7101449275362
2877.1186440677966,954.7101449275362
2883.4745762711864,954.7101449275362
2927.9661016949153,954.7101449275362
2934.322033898305,954.7101449275362
2858.050847457627,952.8985507246377
2864.406779661017,952.8985507246377
2870.762711864407,952.8985507246377
2877.1186440677966,952.8985507246377
2883.4745762711864,952.8985507246377
2927.9661016949153,952.8985507246377
2934.322033898305,952.8985507246377
989.4067796610169,940.2173913043478
995.7627118644068,940.2173913043478
1002.1186440677966,940.2173913043478
1008.4745762711864,940.2173913043478
1014.8305084745763,940.2173913043478
1021.1864406779661,940.2173913043478
1027.542372881356,940.2173913043478
1033.8983050847457,940.2173913043478
1040.2542372881358,940.2173913043478
1046.6101694915255,940.2173913043478
1052.9661016949153,940.2173913043478
1059.322033898305,940.2173913043478
1065.677966101695,940.2173913043478
1072.0338983050847,940.2173913043478
1078.3898305084745,940.2173913043478
1084.7457627118642,940.2173913043478
1091.1016949152543,940.2173913043478
1097.457627118644,940.2173913043478
1103.813559322034,940.2173913043478
1110.1694915254238,940.2173913043478
1116.5254237288136,940.2173913043478
1122.8813559322034,940.2173913043478
1129.2372881355932,940.2173913043478
1135.593220338983,940.2173913043478
1141.9491525423728,940.2173913043478
1148.3050847457628,940.2173913043478
1154.6610169491526,940.2173913043478
1161.0169491525426,940.2173913043478
1167.3728813559321,940.2173913043478
1173.7288135593221,940.2173913043478
1180.084745762712,940.2173913043478
1186.4406779661017,940.2173913043478
1192.7966101694915,940.2173913043478
1199.1525423728813,940.2173913043478
1205.508474576271,940.2173913043478
1211.864406779661,940.2173913043478
1218.2203389830509,940.2173913043478
1224.5762711864406,940.2173913043478
1230.9322033898306,940.2173913043478
1237.2881355932204,940.2173913043478
1243.6440677966102,940.2173913043478
1250.0,940.2173913043478
1256.3559322033898,940.2173913043478
1262.7118644067796,940.2173913043478
1269.0677966101696,940.2173913043478
1275.4237288135591,940.2173913043478
1281.7796610169491,940.2173913043478
1288.135593220339,940.2173913043478
1294.491525423729,940.2173913043478
1300.8474576271187,940.2173913043478
1307.2033898305085,940.2173913043478
1313.5593220338983,940.2173913043478
1319.915254237288,940.2173913043478
1326.2711864406779,940.2173913043478
1332.6271186440677,940.2173913043478
1338.9830508474577,940.2173913043478
1345.3389830508474,940.2173913043478
1351.6949152542375,940.2173913043478
1358.0508474576272,940.2173913043478
1364.406779661017,940.2173913043478
1370.7627118644068,940.2173913043478
1377.1186440677966,940.2173913043478
1383.4745762711864,940.2173913043478
1389.8305084745762,940.2173913043478
1396.186440677966,940.2173913043478
1402.542372881356,940.2173913043478
1408.8983050847457,940.2173913043478
1415.2542372881358,940.2173913043478
1421.6101694915255,940.2173913043478
1427.9661016949153,940.2173913043478
1434.322033898305,940.2173913043478
1440.677966101695,940.2173913043478
1447.0338983050847,940.2173913043478
1453.3898305084745,940.2173913043478
1459.7457627118645,940.2173913043478
1466.1016949152543,940.2173913043478
1472.4576271186443,940.2173913043478
1478.8135593220338,940.2173913043478
1485.1694915254238,940.2173913043478
1491.5254237288136,940.2173913043478
1497.8813559322034,940.2173913043478
1504.2372881355932,940.2173913043478
1510.593220338983,940.2173913043478
1516.9491525423728,940.2173913043478
1523.3050847457625,940.2173913043478
1529.6610169491526,940.2173913043478
1536.0169491525423,940.2173913043478
1542.3728813559321,940.2173913043478
1548.728813559322,940.2173913043478
1555.084745762712,940.2173913043478
1561.4406779661017,940.2173913043478
1567.7966101694915,940.2173913043478
1574.1525423728813,940.2173913043478
1580.5084745762713,940.2173913043478
1586.864406779661,940.2173913043478
1593.2203389830509,940.2173913043478
1599.5762711864406,940.2173913043478
1605.9322033898306,940.2173913043478
1612.2881355932204,940.2173913043478
1618.6440677966102,940.2173913043478
1625.0,940.2173913043478
1631.3559322033898,940.2173913043478
1637.7118644067796,940.2173913043478
1644.0677966101694,940.2173913043478
1650.4237288135594,940.2173913043478
1656.7796610169491,940.2173913043478
1663.135593220339,940.2173913043478
1669.4915254237287,940.2173913043478
1675.8474576271187,940.2173913043478
1682.2033898305085,940.2173913043478
1688.5593220338983,940.2173913043478
1694.915254237288,940.2173913043478
1701.271186440678,940.2173913043478
1707.6271186440679,940.2173913043478
1713.9830508474577,940.2173913043478
1720.3389830508474,940.2173913043478
1726.6949152542375,940.2173913043478
1733.050847457627,940.2173913043478
1739.4067796610168,940.2173913043478
1745.7627118644068,940.2173913043478
1752.1186440677966,940.2173913043478
1758.4745762711864,940.2173913043478
1764.8305084745762,940.2173913043478
1771.1864406779662,940.2173913043478
1777.542372881356,940.2173913043478
1783.8983050847457,940.2173913043478
1790.2542372881355,940.2173913043478
1796.6101694915255,940.2173913043478
1802.9661016949153,940.2173913043478
1809.322033898305,940.2173913043478
1815.677966101695,940.2173913043478
1822.033898305085,940.2173913043478
1828.3898305084747,940.2173913043478
1834.7457627118642,940.2173913043478
1841.1016949152543,940.2173913043478
1847.457627118644,940.2173913043478
1853.8135593220338,940.2173913043478
1860.1694915254236,940.2173913043478
1866.5254237288136,940.2173913043478
1872.8813559322034,940.2173913043478
1879.2372881355932,940.2173913043478
1885.593220338983,940.2173913043478
1891.949152542373,940.2173913043478
1898.3050847457628,940.2173913043478
1904.6610169491526,940.2173913043478
1911.0169491525423,940.2173913043478
1917.3728813559323,940.2173913043478
1923.7288135593221,940.2173913043478
1930.0847457627117,940.2173913043478
1936.4406779661017,940.2173913043478
1942.7966101694915,940.2173913043478
1949.1525423728813,940.2173913043478
1955.508474576271,940.2173913043478
1961.864406779661,940.2173913043478
1968.2203389830509,940.2173913043478
1974.5762711864406,940.2173913043478
1980.9322033898304,940.2173913043478
1987.2881355932204,940.2173913043478
1993.6440677966102,940.2173913043478
2000.0,940.2173913043478
2006.3559322033898,940.2173913043478
2012.7118644067798,940.2173913043478
2019.0677966101696,940.2173913043478
2025.4237288135594,940.2173913043478
2031.7796610169491,940.2173913043478
2038.1355932203392,940.2173913043478
2044.4915254237287,940.2173913043478
2050.8474576271183,940.2173913043478
2057.2033898305085,940.2173913043478
2063.5593220338983,940.2173913043478
2069.915254237288,940.2173913043478
2076.271186440678,940.2173913043478
2082.627118644068,940.2173913043478
2088.983050847458,940.2173913043478
2095.3389830508477,940.2173913043478
2101.6949152542375,940.2173913043478
2108.0508474576272,940.2173913043478
2114.406779661017,940.2173913043478
2120.762711864407,940.2173913043478
2127.1186440677966,940.2173913043478
2133.4745762711864,940.2173913043478
2139.830508474576,940.2173913043478
2146.186440677966,940.2173913043478
2152.5423728813557,940.2173913043478
2158.8983050847455,940.2173913043478
2165.2542372881353,940.2173913043478
2171.610169491525,940.2173913043478
2177.9661016949153,940.2173913043478
2184.322033898305,940.2173913043478
2190.677966101695,940.2173913043478
2197.0338983050847,940.2173913043478
2203.389830508475,940.2173913043478
2209.7457627118647,940.2173913043478
2216.1016949152545,940.2173913043478
2222.4576271186443,940.2173913043478
2228.813559322034,940.2173913043478
2235.169491525424,940.2173913043478
2241.5254237288136,940.2173913043478
2247.8813559322034,940.2173913043478
2254.237288135593,940.2173913043478
2260.593220338983,940.2173913043478
2266.9491525423728,940.2173913043478
2273.3050847457625,940.2173913043478
2279.6610169491523,940.2173913043478
2286.016949152542,940.2173913043478
2292.372881355932,940.2173913043478
2298.728813559322,940.2173913043478
2305.084745762712,940.2173913043478
2311.4406779661017,940.2173913043478
2317.7966101694915,940.2173913043478
2324.1525423728817,940.2173913043478
2330.5084745762715,940.2173913043478
2336.864406779661,940.2173913043478
2343.220338983051,940.2173913043478
2349.576271186441,940.2173913043478
2355.9322033898306,940.2173913043478
2362.2881355932204,940.2173913043478
2368.64406779661,940.2173913043478
2375.0,940.2173913043478
2381.35593220339,940.2173913043478
2387.7118644067796,940.2173913043478
2394.0677966101694,940.2173913043478
2400.423728813559,940.2173913043478
2406.779661016949,940.2173913043478
2413.1355932203387,940.2173913043478
2419.491525423729,940.2173913043478
2425.8474576271187,940.2173913043478
2432.2033898305085,940.2173913043478
2438.5593220338983,940.2173913043478
2444.9152542372885,940.2173913043478
2451.271186440678,940.2173913043478
2457.6271186440677,940.2173913043478
2463.983050847458,940.2173913043478
2470.3389830508477,940.2173913043478
2476.6949152542375,940.2173913043478
2483.0508474576272,940.2173913043478
2489.406779661017,940.2173913043478
2495.762711864407,940.2173913043478
2502.1186440677966,940.2173913043478
2508.4745762711864,940.2173913043478
2514.830508474576,940.2173913043478
2521.186440677966,940.2173913043478
2527.5423728813557,940.2173913043478
2533.8983050847455,940.2173913043478
2540.2542372881358,940.2173913043478
2546.610169491525,940.2173913043478
2552.9661016949153,940.2173913043478
2559.322033898305,940.2173913043478
2565.677966101695,940.2173913043478
2572.0338983050847,940.2173913043478
2578.3898305084745,940.2173913043478
2584.7457627118642,940.2173913043478
2591.1016949152545,940.2173913043478
2597.457627118644,940.2173913043478
2603.813559322034,940.2173913043478
2610.169491525424,940.2173913043478
2616.5254237288136,940.2173913043478
2622.8813559322034,940.2173913043478
2629.237288135593,940.2173913043478
2635.593220338983,940.2173913043478
2641.949152542373,940.2173913043478
2648.3050847457625,940.2173913043478
2654.6610169491523,940.2173913043478
2661.0169491525426,940.2173913043478
2667.372881355932,940.2173913043478
2673.728813559322,940.2173913043478
2680.084745762712,940.2173913043478
2686.4406779661017,940.2173913043478
2692.7966101694915,940.2173913043478
2699.1525423728813,940.2173913043478
2705.508474576271,940.2173913043478
2711.8644067796613,940.2173913043478
2718.2203389830506,940.2173913043478
2724.576271186441,940.2173913043478
2730.9322033898306,940.2173913043478
2737.2881355932204,940.2173913043478
2743.64406779661,940.2173913043478
2750.0,940.2173913043478
2756.35593220339,940.2173913043478
2762.7118644067796,940.2173913043478
2769.0677966101694,940.2173913043478
2775.423728813559,940.2173913043478
2781.7796610169494,940.2173913043478
2788.1355932203387,940.2173913043478
2794.491525423729,940.2173913043478
2800.8474576271187,940.2173913043478
2807.2033898305085,940.2173913043478
2813.5593220338983,940.2173913043478
2819.915254237288,940.2173913043478
2826.271186440678,940.2173913043478
2832.627118644068,940.2173913043478
2838.9830508474574,940.2173913043478
2845.3389830508477,940.2173913043478
2851.6949152542375,940.2173913043478
2858.050847457627,940.2173913043478
2864.406779661017,940.2173913043478
2870.762711864407,940.2173913043478
2877.1186440677966,940.2173913043478
2883.4745762711864,940.2173913043478
2889.830508474576,940.2173913043478
2896.186440677966,940.2173913043478
2902.542372881356,940.2173913043478
2908.8983050847455,940.2173913043478
2915.2542372881358,940.2173913043478
2921.6101694915255,940.2173913043478
2927.9661016949153,940.2173913043478
2934.322033898305,940.2173913043478
2940.677966101695,940.2173913043478
2947.0338983050847,940.2173913043478
2953.389830508475,940.2173913043478
2959.7457627118642,940.2173913043478
2966.101694915254,940.2173913043478
2972.4576271186443,940.2173913043478
2978.8135593220336,940.2173913043478
2985.169491525424,940.2173913043478
2991.5254237288136,940.2173913043478
2997.8813559322034,940.2173913043478
3004.237288135593,940.2173913043478
3010.593220338983,940.2173913043478
3016.9491525423728,940.2173913043478
3023.305084745763,940.2173913043478
3029.6610169491523,940.2173913043478
3036.0169491525426,940.2173913043478
3042.3728813559323,940.2173913043478
3048.7288135593217,940.2173913043478
3055.084745762712,940.2173913043478
3061.4406779661017,940.2173913043478
3067.7966101694915,940.2173913043478
3074.1525423728813,940.2173913043478
3080.508474576271,940.2173913043478
3086.864406779661,940.2173913043478
3093.220338983051,940.2173913043478
3099.5762711864404,940.2173913043478
3105.9322033898306,940.2173913043478
3112.2881355932204,940.2173913043478
3118.64406779661,940.2173913043478
3125.0,940.2173913043478
3131.35593220339,940.2173913043478
3137.7118644067796,940.2173913043478
3144.06779661017,940.2173913043478
3150.423728813559,940.2173913043478
3156.7796610169494,940.2173913043478
3163.135593220339,940.2173913043478
3169.4915254237285,940.2173913043478
3175.8474576271187,940.2173913043478
3182.2033898305085,940.2173913043478
3188.5593220338983,940.2173913043478
3194.915254237288,940.2173913043478
3201.271186440678,940.2173913043478
3207.6271186440677,940.2173913043478
3213.983050847458,940.2173913043478
3220.338983050847,940.2173913043478
3226.6949152542375,940.2173913043478
3233.0508474576272,940.2173913043478
3239.406779661017,940.2173913043478
3245.762711864407,940.2173913043478
3252.1186440677966,940.2173913043478
3258.4745762711864,940.2173913043478
3264.8305084745766,940.2173913043478
3271.186440677966,940.2173913043478
3277.5423728813557,940.2173913043478
3283.898305084746,940.2173913043478
3290.2542372881353,940.2173913043478
3296.6101694915255,940.2173913043478
3302.9661016949153,940.2173913043478
3309.322033898305,940.2173913043478
3315.677966101695,940.2173913043478
3322.0338983050847,940.2173913043478
3328.3898305084745,940.2173913043478
3334.7457627118647,940.2173913043478
3341.101694915254,940.2173913043478
3347.4576271186443,940.2173913043478
3353.813559322034,940.2173913043478
3360.1694915254234,940.2173913043478
3366.5254237288136,940.2173913043478
3372.8813559322034,940.2173913043478
3379.237288135593,940.2173913043478
3385.593220338983,940.2173913043478
3391.9491525423728,940.2173913043478
3398.3050847457625,940.2173913043478
3404.661016949153,940.2173913043478
3411.016949152542,940.2173913043478
3417.3728813559323,940.2173913043478
3423.728813559322,940.2173913043478
3430.084745762712,940.2173913043478
3436.4406779661017,940.2173913043478
3442.7966101694915,940.2173913043478
3449.1525423728813,940.2173913043478
3455.5084745762715,940.2173913043478
3461.864406779661,940.2173913043478
3468.2203389830506,940.2173913043478
3474.576271186441,940.2173913043478
3480.93220338983,940.2173913043478
3487.2881355932204,940.2173913043478
3493.64406779661,940.2173913043478
3500.0,940.2173913043478
3506.35593220339,940.2173913043478
3512.7118644067796,940.2173913043478
3519.0677966101694,940.2173913043478
3525.4237288135596,940.2173913043478
3531.779661016949,940.2173913043478
3538.135593220339,940.2173913043478
3544.491525423729,940.2173913043478
3550.8474576271187,940.2173913043478
3557.2033898305085,940.2173913043478
3563.5593220338983,940.2173913043478
3569.915254237288,940.2173913043478
3576.2711864406783,940.2173913043478
3582.6271186440677,940.2173913043478
3588.9830508474574,940.2173913043478
3595.3389830508477,940.2173913043478
3601.694915254237,940.2173913043478
3608.0508474576272,940.2173913043478
3614.406779661017,940.2173913043478
3620.762711864407,940.2173913043478
3627.1186440677966,940.2173913043478
3633.4745762711864,940.2173913043478
3639.830508474576,940.2173913043478
3646.1864406779664,940.2173913043478
3652.5423728813557,940.2173913043478
3658.898305084746,940.2173913043478
3665.2542372881358,940.2173913043478
3671.610169491525,940.2173913043478
3677.9661016949153,940.2173913043478
3684.322033898305,940.2173913043478
3690.677966101695,940.2173913043478
3697.0338983050847,940.2173913043478
3703.3898305084745,940.2173913043478
3709.7457627118642,940.2173913043478
3716.1016949152545,940.2173913043478
3722.457627118644,940.2173913043478
3728.813559322034,940.2173913043478
3735.169491525424,940.2173913043478
3741.5254237288136,940.2173913043478
3747.8813559322034,940.2173913043478
3754.237288135593,940.2173913043478
3760.593220338983,940.2173913043478
3766.949152542373,940.2173913043478
3773.3050847457625,940.2173913043478
3779.6610169491523,940.2173913043478
3786.0169491525426,940.2173913043478
3792.372881355932,940.2173913043478
3798.728813559322,940.2173913043478
3805.084745762712,940.2173913043478
3811.4406779661017,940.2173913043478
3817.7966101694915,940.2173913043478
3824.1525423728813,940.2173913043478
3830.508474576271,940.2173913043478
3836.8644067796613,940.2173913043478
3843.2203389830506,940.2173913043478
3849.576271186441,940.2173913043478
3855.9322033898306,940.2173913043478
3862.2881355932204,940.2173913043478
3868.64406779661,940.2173913043478
3875.0,940.2173913043478
3881.35593220339,940.2173913043478
3887.7118644067796,940.2173913043478
3894.0677966101694,940.2173913043478
3900.423728813559,940.2173913043478
3906.7796610169494,940.2173913043478
3913.1355932203387,940.2173913043478
3919.491525423729,940.2173913043478
3925.8474576271187,940.2173913043478
3932.2033898305085,940.2173913043478
3938.5593220338983,940.2173913043478
3944.915254237288,940.2173913043478
3951.271186440678,940.2173913043478
3957.627118644068,940.2173913043478
3963.9830508474574,940.2173913043478
3970.3389830508477,940.2173913043478
3976.6949152542375,940.2173913043478
3983.050847457627,940.2173913043478
3989.406779661017,940.2173913043478
3995.762711864407,940.2173913043478
4002.1186440677966,940.2173913043478
4008.4745762711864,940.2173913043478
4014.830508474576,940.2173913043478
4021.186440677966,940.2173913043478
4027.542372881356,940.2173913043478
4033.8983050847455,940.2173913043478
4040.2542372881358,940.2173913043478
4046.6101694915255,940.2173913043478
4052.9661016949153,940.2173913043478
4059.322033898305,940.2173913043478
4065.677966101695,940.2173913043478
4072.0338983050847,940.2173913043478
4078.389830508475,940.2173913043478
4084.7457627118642,940.2173913043478
4091.101694915254,940.2173913043478
